iso,sex,year,suicide_rate,mental_hospitals_per_100k,general_h_units_per_100k,outpatient_facilities_per_100k,day_treatment_facilities_per_100k,comres_facilities_per_100k,psychiatrists_per_100k,nurses_per_100k,social_workers_per_100k,psychologists_per_100k,hospital_budget_pct,standalone_law,standalone_law_year,standalone_policy,standalone_policy_year,comres_beds_per_100k,mental_h_beds_per_100k,general_h_beds_per_100k
AFG,Both,2015,6.6,,,,,,,,,,,,,,,,,
AFG,Male,2015,10.9,,,,,,,,,,,,,,,,,
AFG,Female,2015,2.1,,,,,,,,,,,,,,,,,
AGO,Both,2015,9.3,,,,,,,,,,,,,,,,,
AGO,Male,2015,14.8,,,,,,,,,,,,,,,,,
AGO,Female,2015,4.7,,,,,,,,,,,,,,,,,
ALB,Both,2015,5.3,,,,,,,,,,,,,,,,,
ALB,Male,2015,6.7,,,,,,,,,,,,,,,,,
ALB,Female,2015,4,,,,,,,,,,,,,,,,,
ARE,Both,2015,2.7,,,,,,,,,,,,,,,,,
ARE,Male,2015,3.5,,,,,,,,,,,,,,,,,
ARE,Female,2015,0.8,,,,,,,,,,,,,,,,,
ARG,Both,2015,8.7,,,,,,,,,,,,,,,,,
ARG,Male,2015,14.4,,,,,,,,,,,,,,,,,
ARG,Female,2015,3.4,,,,,,,,,,,,,,,,,
ARM,Both,2015,6,,,,,,,,,,,,,,,,,
ARM,Male,2015,10.7,,,,,,,,,,,,,,,,,
ARM,Female,2015,2.2,,,,,,,,,,,,,,,,,
ATG,Both,2015,0.8,,,,,,,,,,,,,,,,,
ATG,Male,2015,0,,,,,,,,,,,,,,,,,
ATG,Female,2015,1.6,,,,,,,,,,,,,,,,,
AUS,Both,2015,12.2,0.071,0.601,,1.105,0.752,13.525,90.582,,103.036,7.8,Yes,,Yes,2009,10.383,7.214,21.761
AUS,Male,2015,18.3,0.071,0.601,,1.105,0.752,13.525,90.582,,103.036,7.8,Yes,,Yes,2009,10.383,7.214,21.761
AUS,Female,2015,6.2,0.071,0.601,,1.105,0.752,13.525,90.582,,103.036,7.8,Yes,,Yes,2009,10.383,7.214,21.761
AUT,Both,2015,11.5,0.092,0.265,3.457,2.616,4.448,,,,,,No,,No,,59.664,26.087,19.485
AUT,Male,2015,18.2,0.092,0.265,3.457,2.616,4.448,,,,,,No,,No,,59.664,26.087,19.485
AUT,Female,2015,5.3,0.092,0.265,3.457,2.616,4.448,,,,,,No,,No,,59.664,26.087,19.485
AZE,Both,2015,2.7,,,,,,,,,,,,,,,,,
AZE,Male,2015,4.4,,,,,,,,,,,,,,,,,
AZE,Female,2015,1,,,,,,,,,,,,,,,,,
BDI,Both,2015,14.8,,,,,,,,,,,,,,,,,
BDI,Male,2015,22.7,,,,,,,,,,,,,,,,,
BDI,Female,2015,7.7,,,,,,,,,,,,,,,,,
BEL,Both,2015,15.2,,,,,,,,,,,,,,,,,
BEL,Male,2015,21.6,,,,,,,,,,,,,,,,,
BEL,Female,2015,8.9,,,,,,,,,,,,,,,,,
BEN,Both,2015,15.7,,,,,,,,,,,,,,,,,
BEN,Male,2015,22.5,,,,,,,,,,,,,,,,,
BEN,Female,2015,9.6,,,,,,,,,,,,,,,,,
BFA,Both,2015,14.8,,,,,,,,,,,,,,,,,
BFA,Male,2015,22.5,,,,,,,,,,,,,,,,,
BFA,Female,2015,9,,,,,,,,,,,,,,,,,
BGD,Both,2015,6.3,,,,,,,,,,,,,,,,,
BGD,Male,2015,5.5,,,,,,,,,,,,,,,,,
BGD,Female,2015,7.2,,,,,,,,,,,,,,,,,
BGR,Both,2015,7.9,,,,,,,,,,,,,,,,,
BGR,Male,2015,13.1,,,,,,,,,,,,,,,,,
BGR,Female,2015,3.2,,,,,,,,,,,,,,,,,
BHR,Both,2015,5.7,,,,,,,,,,,,,,,,,
BHR,Male,2015,7.9,,,,,,,,,,,,,,,,,
BHR,Female,2015,2.2,,,,,,,,,,,,,,,,,
BHS,Both,2015,1.6,0.259,0.259,0.517,0.259,,,,,,,Yes,2010,Yes,2012,,97.457,3.102
BHS,Male,2015,2.9,0.259,0.259,0.517,0.259,,,,,,,Yes,2010,Yes,2012,,97.457,3.102
BHS,Female,2015,0.5,0.259,0.259,0.517,0.259,,,,,,,Yes,2010,Yes,2012,,97.457,3.102
BIH,Both,2015,6.6,0.085,0.537,1.442,,,8.032,22.144,0.594,1.527,,Yes,2011,Yes,2016,,13.744,23.36
BIH,Male,2015,11,0.085,0.537,1.442,,,8.032,22.144,0.594,1.527,,Yes,2011,Yes,2016,,13.744,23.36
BIH,Female,2015,2.6,0.085,0.537,1.442,,,8.032,22.144,0.594,1.527,,Yes,2011,Yes,2016,,13.744,23.36
BLR,Both,2015,21.2,,,,,,,,,,,,,,,,,
BLR,Male,2015,39.2,,,,,,,,,,,,,,,,,
BLR,Female,2015,6.1,,,,,,,,,,,,,,,,,
BLZ,Both,2015,6.1,,,,,,,,,,,,,,,,,
BLZ,Male,2015,10.1,,,,,,,,,,,,,,,,,
BLZ,Female,2015,2.1,,,,,,,,,,,,,,,,,
BOL,Both,2015,13.1,,,,,,,,,,,,,,,,,
BOL,Male,2015,17.1,,,,,,,,,,,,,,,,,
BOL,Female,2015,9.2,,,,,,,,,,,,,,,,,
BRA,Both,2015,6.2,,,,,,,,,,,,,,,,,
BRA,Male,2015,9.7,,,,,,,,,,,,,,,,,
BRA,Female,2015,2.9,,,,,,,,,,,,,,,,,
BRB,Both,2015,0.4,0.352,0.352,4.574,,0.704,,63.332,,,9.2,Yes,1991,Yes,2004,17.592,184.014,4.222
BRB,Male,2015,0.7,0.352,0.352,4.574,,0.704,,63.332,,,9.2,Yes,1991,Yes,2004,17.592,184.014,4.222
BRB,Female,2015,0.3,0.352,0.352,4.574,,0.704,,63.332,,,9.2,Yes,1991,Yes,2004,17.592,184.014,4.222
BRN,Both,2015,4.5,,,,,,,,,,,,,,,,,
BRN,Male,2015,6.1,,,,,,,,,,,,,,,,,
BRN,Female,2015,2.8,,,,,,,,,,,,,,,,,
BTN,Both,2015,11.9,,,,,,,,,,,,,,,,,
BTN,Male,2015,14.1,,,,,,,,,,,,,,,,,
BTN,Female,2015,9.2,,,,,,,,,,,,,,,,,
BWA,Both,2015,12,,,,,,,,,,,,,,,,,
BWA,Male,2015,19,,,,,,,,,,,,,,,,,
BWA,Female,2015,5.9,,,,,,,,,,,,,,,,,
CAF,Both,2015,12.1,,,,,,,,,,,,,,,,,
CAF,Male,2015,18.7,,,,,,,,,,,,,,,,,
CAF,Female,2015,6.4,,,,,,,,,,,,,,,,,
CAN,Both,2015,10.5,,,,,,,,,,,,,,,,,
CAN,Male,2015,15.3,,,,,,,,,,,,,,,,,
CAN,Female,2015,5.8,,,,,,,,,,,,,,,,,
CHE,Both,2015,11.4,0.589,0.252,,,2.488,43.956,92.659,,84.137,5.1,No,,Yes,2016,74.113,75.603,13.81
CHE,Male,2015,16.1,0.589,0.252,,,2.488,43.956,92.659,,84.137,5.1,No,,Yes,2016,74.113,75.603,13.81
CHE,Female,2015,6.9,0.589,0.252,,,2.488,43.956,92.659,,84.137,5.1,No,,Yes,2016,74.113,75.603,13.81
CHL,Both,2015,10,,,,,,,,,,,,,,,,,
CHL,Male,2015,16.3,,,,,,,,,,,,,,,,,
CHL,Female,2015,4.1,,,,,,,,,,,,,,,,,
CHN,Both,2015,8.1,0.068,,,,,2.199,5.423,,,,Yes,2013,Yes,2015,,24.288,
CHN,Male,2015,7.9,0.068,,,,,2.199,5.423,,,,Yes,2013,Yes,2015,,24.288,
CHN,Female,2015,8.5,0.068,,,,,2.199,5.423,,,,Yes,2013,Yes,2015,,24.288,
CIV,Both,2015,22.8,,,,,,,,,,,,,,,,,
CIV,Male,2015,31.9,,,,,,,,,,,,,,,,,
CIV,Female,2015,12.9,,,,,,,,,,,,,,,,,
CMR,Both,2015,19.6,,,,,,,,,,,,,,,,,
CMR,Male,2015,27.2,,,,,,,,,,,,,,,,,
CMR,Female,2015,12.4,,,,,,,,,,,,,,,,,
COD,Both,2015,9.5,,,,,,,,,,,,,,,,,
COD,Male,2015,14.8,,,,,,,,,,,,,,,,,
COD,Female,2015,4.8,,,,,,,,,,,,,,,,,
COG,Both,2015,9.5,,,,,,,,,,,,,,,,,
COG,Male,2015,14.2,,,,,,,,,,,,,,,,,
COG,Female,2015,5.3,,,,,,,,,,,,,,,,,
COL,Both,2015,8.1,,,,,,,,,,,,,,,,,
COL,Male,2015,13.3,,,,,,,,,,,,,,,,,
COL,Female,2015,3.3,,,,,,,,,,,,,,,,,
COM,Both,2015,11.1,,,,,,,,,,,,,,,,,
COM,Male,2015,17.6,,,,,,,,,,,,,,,,,
COM,Female,2015,5.4,,,,,,,,,,,,,,,,,
CPV,Both,2015,15,,,,,,,,,,,,,,,,,
CPV,Male,2015,23.8,,,,,,,,,,,,,,,,,
CPV,Female,2015,7.7,,,,,,,,,,,,,,,,,
CRI,Both,2015,7.5,,,,,,,,,,,,,,,,,
CRI,Male,2015,12.8,,,,,,,,,,,,,,,,,
CRI,Female,2015,2.3,,,,,,,,,,,,,,,,,
CUB,Both,2015,10,,,,,,,,,,,,,,,,,
CUB,Male,2015,16.3,,,,,,,,,,,,,,,,,
CUB,Female,2015,4,,,,,,,,,,,,,,,,,
CYP,Both,2015,4.3,0.086,0.172,0.861,0.517,,,34.97,0,,,Yes,2007,Yes,2007,,11.37,3.445
CYP,Male,2015,6.4,0.086,0.172,0.861,0.517,,,34.97,0,,,Yes,2007,Yes,2007,,11.37,3.445
CYP,Female,2015,2.2,0.086,0.172,0.861,0.517,,,34.97,0,,,Yes,2007,Yes,2007,,11.37,3.445
CZE,Both,2015,10.6,0.17,0.283,10.949,,1.471,12.364,30.348,1.207,2.518,4,No,,Yes,2013,,80.943,12.335
CZE,Male,2015,17.7,0.17,0.283,10.949,,1.471,12.364,30.348,1.207,2.518,4,No,,Yes,2013,,80.943,12.335
CZE,Female,2015,4,0.17,0.283,10.949,,1.471,12.364,30.348,1.207,2.518,4,No,,Yes,2013,,80.943,12.335
DEU,Both,2015,9.3,0.335,0.491,0.077,,1.57,13.202,,,49.555,11.3,Yes,,Yes,,59.581,55.697,80.64
DEU,Male,2015,13.9,0.335,0.491,0.077,,1.57,13.202,,,49.555,11.3,Yes,,Yes,,59.581,55.697,80.64
DEU,Female,2015,4.9,0.335,0.491,0.077,,1.57,13.202,,,49.555,11.3,Yes,,Yes,,59.581,55.697,80.64
DJI,Both,2015,8.2,,,,,,,,,,,,,,,,,
DJI,Male,2015,11.6,,,,,,,,,,,,,,,,,
DJI,Female,2015,5.1,,,,,,,,,,,,,,,,,
DNK,Both,2015,8.6,,,,,,,,,,,,,,,,,
DNK,Male,2015,11.9,,,,,,,,,,,,,,,,,
DNK,Female,2015,5.4,,,,,,,,,,,,,,,,,
DOM,Both,2015,10.2,,,,,,,,,,,,,,,,,
DOM,Male,2015,17.5,,,,,,,,,,,,,,,,,
DOM,Female,2015,3.2,,,,,,,,,,,,,,,,,
DZA,Both,2015,3.4,,,,,,,,,,,,,,,,,
DZA,Male,2015,5,,,,,,,,,,,,,,,,,
DZA,Female,2015,1.8,,,,,,,,,,,,,,,,,
ECU,Both,2015,9.7,,,,,,,,,,,,,,,,,
ECU,Male,2015,14.8,,,,,,,,,,,,,,,,,
ECU,Female,2015,4.9,,,,,,,,,,,,,,,,,
EGY,Both,2015,4.2,,,,,,,,,,,,,,,,,
EGY,Male,2015,6.8,,,,,,,,,,,,,,,,,
EGY,Female,2015,1.7,,,,,,,,,,,,,,,,,
ERI,Both,2015,14.1,,,,,,,,,,,,,,,,,
ERI,Male,2015,22.8,,,,,,,,,,,,,,,,,
ERI,Female,2015,6.3,,,,,,,,,,,,,,,,,
ESP,Both,2015,5.7,0.183,1.028,2.045,,,9.694,2.873,0.114,,,No,,Yes,2015,,28.148,14.307
ESP,Male,2015,8.7,0.183,1.028,2.045,,,9.694,2.873,0.114,,,No,,Yes,2015,,28.148,14.307
ESP,Female,2015,3,0.183,1.028,2.045,,,9.694,2.873,0.114,,,No,,Yes,2015,,28.148,14.307
EST,Both,2015,13.3,,,,,,,,,,,,,,,,,
EST,Male,2015,23.9,,,,,,,,,,,,,,,,,
EST,Female,2015,3.8,,,,,,,,,,,,,,,,,
ETH,Both,2015,11.5,,,,,,,,,,,,,,,,,
ETH,Male,2015,18.7,,,,,,,,,,,,,,,,,
ETH,Female,2015,4.8,,,,,,,,,,,,,,,,,
FIN,Both,2015,12.4,,,,,,,,,,,,,,,,,
FIN,Male,2015,19,,,,,,,,,,,,,,,,,
FIN,Female,2015,5.7,,,,,,,,,,,,,,,,,
FJI,Both,2015,5.6,,,,,,,,,,,,,,,,,
FJI,Male,2015,8.9,,,,,,,,,,,,,,,,,
FJI,Female,2015,2.5,,,,,,,,,,,,,,,,,
FRA,Both,2015,12.5,,,,,,,,,,,,,,,,,
FRA,Male,2015,18.5,,,,,,,,,,,,,,,,,
FRA,Female,2015,6.7,,,,,,,,,,,,,,,,,
FSM,Both,2015,11.6,,,,,,,,,,,,,,,,,
FSM,Male,2015,16.7,,,,,,,,,,,,,,,,,
FSM,Female,2015,6.4,,,,,,,,,,,,,,,,,
GAB,Both,2015,9.9,,,,,,,,,,,,,,,,,
GAB,Male,2015,15.5,,,,,,,,,,,,,,,,,
GAB,Female,2015,4.4,,,,,,,,,,,,,,,,,
GBR,Both,2015,7.6,,,,,,,,,,,,,,,,,
GBR,Male,2015,11.6,,,,,,,,,,,,,,,,,
GBR,Female,2015,3.7,,,,,,,,,,,,,,,,,
GEO,Both,2015,6.7,,,,,,,,,,,,,,,,,
GEO,Male,2015,12.2,,,,,,,,,,,,,,,,,
GEO,Female,2015,1.9,,,,,,,,,,,,,,,,,
GHA,Both,2015,8.6,,,,,,,,,,,,,,,,,
GHA,Male,2015,15.6,,,,,,,,,,,,,,,,,
GHA,Female,2015,2.9,,,,,,,,,,,,,,,,,
GIN,Both,2015,10.7,,,,,,,,,,,,,,,,,
GIN,Male,2015,12.9,,,,,,,,,,,,,,,,,
GIN,Female,2015,8.7,,,,,,,,,,,,,,,,,
GMB,Both,2015,10.1,,,,,,,,,,,,,,,,,
GMB,Male,2015,12.9,,,,,,,,,,,,,,,,,
GMB,Female,2015,7.4,,,,,,,,,,,,,,,,,
GNB,Both,2015,7.3,,,,,,,,,,,,,,,,,
GNB,Male,2015,8.8,,,,,,,,,,,,,,,,,
GNB,Female,2015,6,,,,,,,,,,,,,,,,,
GNQ,Both,2015,22,,,,,,,,,,,,,,,,,
GNQ,Male,2015,31.5,,,,,,,,,,,,,,,,,
GNQ,Female,2015,10.7,,,,,,,,,,,,,,,,,
GRC,Both,2015,3.6,,,,,,,,,,,,,,,,,
GRC,Male,2015,5.8,,,,,,,,,,,,,,,,,
GRC,Female,2015,1.5,,,,,,,,,,,,,,,,,
GRD,Both,2015,1.1,,,,,,,,,,,,,,,,,
GRD,Male,2015,1.5,,,,,,,,,,,,,,,,,
GRD,Female,2015,0.6,,,,,,,,,,,,,,,,,
GTM,Both,2015,3.4,,,,,,,,,,,,,,,,,
GTM,Male,2015,5,,,,,,,,,,,,,,,,,
GTM,Female,2015,1.9,,,,,,,,,,,,,,,,,
GUY,Both,2015,30.3,,,,,,,,,,,,,,,,,
GUY,Male,2015,46.6,,,,,,,,,,,,,,,,,
GUY,Female,2015,14.3,,,,,,,,,,,,,,,,,
HND,Both,2015,3.3,,,,,,,,,,,,,,,,,
HND,Male,2015,5.1,,,,,,,,,,,,,,,,,
HND,Female,2015,1.6,,,,,,,,,,,,,,,,,
HRV,Both,2015,12.3,,,,,,,,,,,,,,,,,
HRV,Male,2015,19.7,,,,,,,,,,,,,,,,,
HRV,Female,2015,5.9,,,,,,,,,,,,,,,,,
HTI,Both,2015,12.2,,,,,,,,,,,,,,,,,
HTI,Male,2015,18.5,,,,,,,,,,,,,,,,,
HTI,Female,2015,6.4,,,,,,,,,,,,,,,,,
HUN,Both,2015,14.7,,,,,,,,,,,,,,,,,
HUN,Male,2015,24.3,,,,,,,,,,,,,,,,,
HUN,Female,2015,6.6,,,,,,,,,,,,,,,,,
IDN,Both,2015,3.7,,,,,,,,,,,,,,,,,
IDN,Male,2015,5.3,,,,,,,,,,,,,,,,,
IDN,Female,2015,2.2,,,,,,,,,,,,,,,,,
IND,Both,2015,16.7,,,,,,,,,,,,,,,,,
IND,Male,2015,18.8,,,,,,,,,,,,,,,,,
IND,Female,2015,14.7,,,,,,,,,,,,,,,,,
IRL,Both,2015,10.8,,,,,,,,,,,,,,,,,
IRL,Male,2015,17.6,,,,,,,,,,,,,,,,,
IRL,Female,2015,4.2,,,,,,,,,,,,,,,,,
IRN,Both,2015,4,,,,,,,,,,,,,,,,,
IRN,Male,2015,4.9,,,,,,,,,,,,,,,,,
IRN,Female,2015,3,,,,,,,,,,,,,,,,,
IRQ,Both,2015,4.1,,,,,,,,,,,,,,,,,
IRQ,Male,2015,4.9,,,,,,,,,,,,,,,,,
IRQ,Female,2015,3.4,,,,,,,,,,,,,,,,,
ISL,Both,2015,12.9,,,,,,,,,,,,,,,,,
ISL,Male,2015,20.9,,,,,,,,,,,,,,,,,
ISL,Female,2015,4.8,,,,,,,,,,,,,,,,,
ISR,Both,2015,4.8,,,,,,,,,,,,,,,,,
ISR,Male,2015,7.7,,,,,,,,,,,,,,,,,
ISR,Female,2015,2.1,,,,,,,,,,,,,,,,,
ITA,Both,2015,5.3,,0.595,3.581,1.408,3.091,5.978,23.492,2.591,3.798,3.5,Yes,1978,Yes,2013,33.611,,8.957
ITA,Male,2015,8.2,,0.595,3.581,1.408,3.091,5.978,23.492,2.591,3.798,3.5,Yes,1978,Yes,2013,33.611,,8.957
ITA,Female,2015,2.5,,0.595,3.581,1.408,3.091,5.978,23.492,2.591,3.798,3.5,Yes,1978,Yes,2013,33.611,,8.957
JAM,Both,2015,2,0.035,0.07,6.093,0.174,2.994,1.149,10.272,0.453,0.383,5,Yes,1999,Yes,2015,,27.856,1.671
JAM,Male,2015,3.2,0.035,0.07,6.093,0.174,2.994,1.149,10.272,0.453,0.383,5,Yes,1999,Yes,2015,,27.856,1.671
JAM,Female,2015,0.9,0.035,0.07,6.093,0.174,2.994,1.149,10.272,0.453,0.383,5,Yes,1999,Yes,2015,,27.856,1.671
JOR,Both,2015,3.7,,,,,,,,,,,,,,,,,
JOR,Male,2015,4.7,,,,,,,,,,,,,,,,,
JOR,Female,2015,2.7,,,,,,,,,,,,,,,,,
JPN,Both,2015,15.1,,,,,,,,,,,,,,,,,
JPN,Male,2015,21.6,,,,,,,,,,,,,,,,,
JPN,Female,2015,8.6,,,,,,,,,,,,,,,,,
KAZ,Both,2015,25.2,,,,,,,,,,,,,,,,,
KAZ,Male,2015,44.2,,,,,,,,,,,,,,,,,
KAZ,Female,2015,8.5,,,,,,,,,,,,,,,,,
KEN,Both,2015,5.5,,,,,,,,,,,,,,,,,
KEN,Male,2015,9.4,,,,,,,,,,,,,,,,,
KEN,Female,2015,2.1,,,,,,,,,,,,,,,,,
KGZ,Both,2015,8.8,,,,,,,,,,,,,,,,,
KGZ,Male,2015,14.5,,,,,,,,,,,,,,,,,
KGZ,Female,2015,3.5,,,,,,,,,,,,,,,,,
KHM,Both,2015,5.9,,,,,,,,,,,,,,,,,
KHM,Male,2015,9,,,,,,,,,,,,,,,,,
KHM,Female,2015,3.2,,,,,,,,,,,,,,,,,
KIR,Both,2015,15.3,0.89,,0.89,,,,2.669,0.89,,2,Yes,1977,Yes,2016,,35.585,
KIR,Male,2015,26,0.89,,0.89,,,,2.669,0.89,,2,Yes,1977,Yes,2016,,35.585,
KIR,Female,2015,5.5,0.89,,0.89,,,,2.669,0.89,,2,Yes,1977,Yes,2016,,35.585,
KOR,Both,2015,21.4,,,,,,,,,,,,,,,,,
KOR,Male,2015,31.4,,,,,,,,,,,,,,,,,
KOR,Female,2015,12.5,,,,,,,,,,,,,,,,,
KWT,Both,2015,2.2,,,,,,,,,,,,,,,,,
KWT,Male,2015,2.5,,,,,,,,,,,,,,,,,
KWT,Female,2015,1.7,,,,,,,,,,,,,,,,,
LAO,Both,2015,9.3,,,,,,,,,,,,,,,,,
LAO,Male,2015,12.8,,,,,,,,,,,,,,,,,
LAO,Female,2015,6.1,,,,,,,,,,,,,,,,,
LBN,Both,2015,3.3,0.085,0.137,0.718,0.085,0.12,1.213,3.145,1.333,3.298,5,Yes,1983,Yes,2015,1.624,27.514,1.453
LBN,Male,2015,4.2,0.085,0.137,0.718,0.085,0.12,1.213,3.145,1.333,3.298,5,Yes,1983,Yes,2015,1.624,27.514,1.453
LBN,Female,2015,2.3,0.085,0.137,0.718,0.085,0.12,1.213,3.145,1.333,3.298,5,Yes,1983,Yes,2015,1.624,27.514,1.453
LBR,Both,2015,12.9,,,,,,,,,,,,,,,,,
LBR,Male,2015,13.2,,,,,,,,,,,,,,,,,
LBR,Female,2015,12.6,,,,,,,,,,,,,,,,,
LBY,Both,2015,4.6,,,,,,,,,,,,,,,,,
LBY,Male,2015,7.1,,,,,,,,,,,,,,,,,
LBY,Female,2015,2.1,,,,,,,,,,,,,,,,,
LCA,Both,2015,7.3,,,,,,,,,,,,,,,,,
LCA,Male,2015,12.9,,,,,,,,,,,,,,,,,
LCA,Female,2015,2.1,,,,,,,,,,,,,,,,,
LKA,Both,2015,14.5,,,,,,,,,,,,,,,,,
LKA,Male,2015,24,,,,,,,,,,,,,,,,,
LKA,Female,2015,6.1,,,,,,,,,,,,,,,,,
LSO,Both,2015,28.5,,,,,,,,,,,,,,,,,
LSO,Male,2015,22.5,,,,,,,,,,,,,,,,,
LSO,Female,2015,32.1,,,,,,,,,,,,,,,,,
LTU,Both,2015,28.8,,,,,,,,,,,,,,,,,
LTU,Male,2015,51.5,,,,,,,,,,,,,,,,,
LTU,Female,2015,8.9,,,,,,,,,,,,,,,,,
LUX,Both,2015,11.6,0.176,0.706,3.176,1.059,0.529,17.821,,,,,Yes,,No,,42.347,39.701,32.29
LUX,Male,2015,17.4,0.176,0.706,3.176,1.059,0.529,17.821,,,,,Yes,,No,,42.347,39.701,32.29
LUX,Female,2015,5.7,0.176,0.706,3.176,1.059,0.529,17.821,,,,,Yes,,No,,42.347,39.701,32.29
LVA,Both,2015,17.3,0.301,0.151,20.475,56.758,,9.987,22.834,,,5.3,No,,No,,,102.526,
LVA,Male,2015,30.9,0.301,0.151,20.475,56.758,,9.987,22.834,,,5.3,No,,No,,,102.526,
LVA,Female,2015,5.3,0.301,0.151,20.475,56.758,,9.987,22.834,,,5.3,No,,No,,,102.526,
MAR,Both,2015,3.1,,,,,,,,,,,,,,,,,
MAR,Male,2015,2.5,,,,,,,,,,,,,,,,,
MAR,Female,2015,3.7,,,,,,,,,,,,,,,,,
MDA,Both,2015,14,0.074,0.074,1.058,,0.098,4.55,14.83,0.492,0.91,2.2,Yes,2009,Yes,2017,,35.539,0.861
MDA,Male,2015,24.9,0.074,0.074,1.058,,0.098,4.55,14.83,0.492,0.91,2.2,Yes,2009,Yes,2017,,35.539,0.861
MDA,Female,2015,4.5,0.074,0.074,1.058,,0.098,4.55,14.83,0.492,0.91,2.2,Yes,2009,Yes,2017,,35.539,0.861
MDG,Both,2015,7,,,,,,,,,,,,,,,,,
MDG,Male,2015,10.6,,,,,,,,,,,,,,,,,
MDG,Female,2015,3.7,,,,,,,,,,,,,,,,,
MDV,Both,2015,3,,,,,,,,,,,,,,,,,
MDV,Male,2015,4,,,,,,,,,,,,,,,,,
MDV,Female,2015,1.8,,,,,,,,,,,,,,,,,
MEX,Both,2015,5.6,,,,,,,,,,,,,,,,,
MEX,Male,2015,9,,,,,,,,,,,,,,,,,
MEX,Female,2015,2.4,,,,,,,,,,,,,,,,,
MKD,Both,2015,6.2,,,,,,,,,,,,,,,,,
MKD,Male,2015,9.7,,,,,,,,,,,,,,,,,
MKD,Female,2015,3,,,,,,,,,,,,,,,,,
MLI,Both,2015,8.9,,,,,,,,,,,,,,,,,
MLI,Male,2015,13.5,,,,,,,,,,,,,,,,,
MLI,Female,2015,4.8,,,,,,,,,,,,,,,,,
MLT,Both,2015,7,,,,,,,,,,,,,,,,,
MLT,Male,2015,10.8,,,,,,,,,,,,,,,,,
MLT,Female,2015,3.2,,,,,,,,,,,,,,,,,
MMR,Both,2015,8,,,,,,,,,,,,,,,,,
MMR,Male,2015,6.3,,,,,,,,,,,,,,,,,
MMR,Female,2015,9.6,,,,,,,,,,,,,,,,,
MNE,Both,2015,7.7,,,,,,,,,,,,,,,,,
MNE,Male,2015,12.3,,,,,,,,,,,,,,,,,
MNE,Female,2015,3.5,,,,,,,,,,,,,,,,,
MNG,Both,2015,13.4,,,,,,,,,,,,,,,,,
MNG,Male,2015,23.4,,,,,,,,,,,,,,,,,
MNG,Female,2015,3.9,,,,,,,,,,,,,,,,,
MOZ,Both,2015,8.5,,,,,,,,,,,,,,,,,
MOZ,Male,2015,14,,,,,,,,,,,,,,,,,
MOZ,Female,2015,4.2,,,,,,,,,,,,,,,,,
MRT,Both,2015,7.4,,,,,,,,,,,,,,,,,
MRT,Male,2015,11.9,,,,,,,,,,,,,,,,,
MRT,Female,2015,3.5,,,,,,,,,,,,,,,,,
MUS,Both,2015,8.1,,,,,,,,,,,,,,,,,
MUS,Male,2015,12.1,,,,,,,,,,,,,,,,,
MUS,Female,2015,4.3,,,,,,,,,,,,,,,,,
MWI,Both,2015,7.6,,,,,,,,,,,,,,,,,
MWI,Male,2015,13.3,,,,,,,,,,,,,,,,,
MWI,Female,2015,3.2,,,,,,,,,,,,,,,,,
MYS,Both,2015,6.1,,,,,,,,,,,,,,,,,
MYS,Male,2015,8.7,,,,,,,,,,,,,,,,,
MYS,Female,2015,3.6,,,,,,,,,,,,,,,,,
